title,domain
Trump says coronavirus vaccine won't be delivered to New York right away,www.cnbc.com
Coronavirus by zip code NYC,abc7ny.com
Long Coronavirus Testing Lines Hit NYC Again,www.nytimes.com
"Elon Musk, who has cold symptoms, says his coronavirus tests are 
inconclusive: ‘Something extremely bogus is going on’",www.washingtonpost.com
"New Saliva-Based COVID Antibody Test Is Highly Accurate, Johns Hopkins 
Study Says",baltimore.cbslocal.com
Covid-19 Live Updates: U.S. Airports See Rise in Travelers,www.nytimes.com
Two more House members announce they have Covid-19,www.cnn.com
Two schools in RSU 16 close temporarily after COVID-19 cases found,www.sunjournal.com
Washington State Penitentiary inmate dies due to COVID-19 complications,www.kiro7.com
"Puzzling, often debilitating after-effects plaguing COVID-19 ""long-haulers""",www.cbsnews.com
"Upper Manhattan, Staten Island and Long Island heading for COVID-19 
restrictions: Cuomo",nypost.com
"WATCH: Gov. Sisolak issues 3-week ‘statewide pause’; will take effect Nov. 
24 at 12:01 a.m.",www.8newsnow.com
"COVID in Delaware: New coronavirus restrictions going into effect in 
Delaware Monday morning",6abc.com
Connecticut Democrat diagnosed with COVID-19 | TheHill,thehill.com
"COVID-19: Long Island Sees New Increases In Cases, Positivity Rate; Latest 
Totals By County",dailyvoice.com
Fauci: Vaccines are an incentive to 'double down' on precautions,www.politico.com
"Fauci says herd immunity possible ""reasonably quickly"" if enough Americans 
take vaccine",www.cbsnews.com
Fauci discusses COVID-19 in Wisconsin,www.wbay.com
"Most coronavirus cases are spread by people without symptoms, CDC now says",www.cnn.com
"‘Take That’: Pa. Woman Experiencing Coronavirus Symptoms Coughs On Nurse, 
Police Say",pittsburgh.cbslocal.com
"Pregnant with coronavirus: Risks are greater, and one Idaho mom has 
lingering symptoms",www.idahostatesman.com
Covid-19 Live Updates: U.S. Airports See Rise in Travelers,www.nytimes.com
Congress a microcosm of America's coronavirus struggle,www.foxnews.com
Wisconsin GOP Rep. Bryan Steil tests positive for coronavirus,nypost.com
8 Long Islanders combating the coronavirus,www.cityandstateny.com
"Florida coronavirus: State reports 6,586 new cases, 61 new fatalities",www.wfla.com
Why coronavirus vaccine polling numbers are mostly good news,www.cnn.com
New Providence coronavirus restrictions go into effect on Sunday,turnto10.com
"Trump coronavirus vaccine chief has had ‘no contact’ with Biden transition 
team",www.cnbc.com
Coronavirus exposure at Albany church,www.news10.com
"Health officials make their final pleas for holiday caution as coronavirus 
cases spike",www.washingtonpost.com
"No, a Negative Coronavirus Test Does Not Mean You Can Safely Socialize",www.nytimes.com
Coronavirus ‘testing deserts’ are plaguing parts of Massachusetts,www.bostonherald.com
"Onondaga County to offer coronavirus tests in two Syracuse ZIP codes this 
week",www.syracuse.com
Antibody Treatment Given to Trump Gets F.D.A. Emergency Approval,www.nytimes.com
"Georgia Sen. Kelly Loeffler tests positive for Covid but is undergoing 
further testing",www.cnn.com
"Here's how infectious disease doctors and public health experts are safely 
celebrating Thanksgiving this year",www.cnbc.com
How Covid-19 is changing our eating habits,qz.com
"A Covid-19 Vaccine Could Unleash Pent-Up Demand, Bringing Along Inflation",www.wsj.com
"‘The end is in sight’: Experts express optimism about COVID-19 pandemic 
coming to a close",www.bostonglobe.com
"US FDA grants emergency use authorization to Regeneron COVID-19 antibody 
given to Trump",www.foxbusiness.com
'No beds anywhere': Minnesota hospitals strained to limit by COVID-19,www.startribune.com
"Massachusetts man spits on hikers for not wearing masks, says he has 
COVID-19",nypost.com
Columbia University bans 70 students for Covid-19 travel violations,www.cnn.com
Dr. Fauci Sees ‘Terribly Painful Months’ Ahead,www.nytimes.com
"Here’s what Dr. Anthony Fauci says about vaccines, bars, hair salons and 
your Thanksgiving plans",www.dallasnews.com
"In Dr. Fauci's words: Why Americans shouldn't fear a COVID-19 vaccine 
authorized by the FDA",www.usatoday.com
"Most coronavirus cases are spread by people without symptoms, CDC now says",www.cnn.com
"Most coronavirus cases spread from people with no symptoms, CDC says in new 
report - Business Insider",www.businessinsider.com
"Coronavirus CDC: Centers for Disease Control and Prevention says most 
COVID-19 infections spread by people without symptoms",abc7ny.com
The latest on the coronavirus pandemic: Live updates,www.cnn.com
U.S. surpasses 12 million cases,www.nbcnews.com
TOP 5: Massachusetts town-by-town coronavirus numbers,www.wwlp.com
Georgia Sen. Kelly Loeffler has tested positive for the coronavirus,www.vox.com
"Kelly Loeffler's positive coronavirus test creates new cloud over Georgia's 
dual Senate runoffs",www.marketwatch.com
Huntington Beach protest targets California’s coronavirus curfew,www.foxnews.com
Trump's attempt to steal the election unravels as coronavirus cases surge,www.cnn.com
"Politics, Science and the Remarkable Race for a Coronavirus Vaccine",www.nytimes.com
"Boston coronavirus metrics continue climb as experts say restaurants likely 
first restriction target",www.bostonherald.com
"Kelly Loeffler quarantining after positive, inconclusive coronavirus tests: 
campaign",www.foxnews.com
"No, a Negative Coronavirus Test Does Not Mean You Can Safely Socialize",www.nytimes.com
"Lines to get tested for coronavirus are growing long ahead of Thanksgiving 
and amid rising cases",www.cnn.com
"Kelly Loeffler's positive coronavirus test creates new cloud over Georgia's 
dual Senate runoffs",www.marketwatch.com
"Los Angeles Dept of Public Health admits no science link between outdoor 
dining, COVID-19 spike",www.foxbusiness.com
Covid-19 News: Live Updates,www.nytimes.com
"Dead mink infected with a mutated form of COVID-19 rise from graves after 
mass culling",www.usatoday.com
AstraZeneca Defends Dosing Error in Covid-19 Vaccine Trial,www.wsj.com
Some in Jacksonville City Council express continued concern over COVID-19,www.news4jax.com
"This Memphis couple is grateful COVID-19 didn't derail their lives - or 
their college graduation plans",www.commercialappeal.com
"White House Thanksgiving proclamation calls for Americans to 'gather' even 
as Covid-19 surges",www.cnn.com
"Alabama coach Nick Saban tests positive, showing COVID-19 symptoms",www.espn.com
"Connecticut's COVID-19 Test Positivity Hovers Near 6% Before Thanksgiving; 
Now 150 Red Alert Towns",www.nbcconnecticut.com
Pennsylvania to begin sending COVID-19 emergency alerts to cellphones,www.mcall.com
"Fauci says he would 'absolutely' serve on a Biden coronavirus task force | 
TheHill",thehill.com
"Blame Dr. Fauci — and more tips for keeping politics away from your 
Thanksgiving feast",nypost.com
"Fauci expects role in Biden’s coronavirus response, would consider Cabinet 
position",www.detroitnews.com
What you need to know about long hauler coronavirus symptoms | TheHill,thehill.com
"The “Long-Haulers:” These Coloradans got COVID in March — and their 
symptoms haven't gone away",coloradosun.com
"Mother Warns Parents to Watch for Symptoms After 4-Year-Old Hospitalized 
With COVID-19, Multisystem Inflammatory Syndrome",www.nbcdfw.com
"California, Texas set nationwide records for new coronavirus infections in 
a single day",www.washingtonpost.com
Covid-19 News: Live Updates,www.nytimes.com
"US records most coronavirus deaths since May; 4,000+ dead in last two days",www.thedenverchannel.com
Coronavirus Today: A very different Thanksgiving,www.latimes.com
"Americans should be warned of coronavirus vaccine side effects, medical 
experts say",www.foxnews.com
The latest on the coronavirus pandemic: Live updates,www.cnn.com
"Raimondo urges Rhode Islanders to stay home as hospitals fill up, announces 
$100M for small businesses, unemployed",www.wpri.com
"Daily coronavirus updates: Connecticut has reported more deaths in November 
than in the four previous months combined; 150 towns now on ‘red alert’ list",www.courant.com
"Coronavirus daily news updates, November 25: What to know today about 
COVID-19 in the Seattle area, Washington state and the world",www.seattletimes.com
"Mass. reports 3,224 new confirmed coronavirus cases, 53 new deaths",www.bostonglobe.com
"Lines For 'Blocks And Blocks': Mass. Coronavirus Testing Sites See Sky-High 
Demand",www.wbur.org
"Woman receives negative coronavirus test despite never being tested at Cary 
site",www.wral.com
"CBS 6 finds some New Yorkers lying on screenings in order to get COVID-19 
tests",cbs6albany.com
Covid-19 News: Live Updates,www.nytimes.com
"Los Angeles Dept of Public Health admits no science link between outdoor 
dining, COVID-19 spike",www.foxbusiness.com
"From Covid-19 to racial justice, how 2020's biggest issues influenced the 
Black vote",www.nbcnews.com
"Ravens considering flying to Pittsburgh on Thanksgiving amid COVID-19 
outbreak, per report",www.cbssports.com
"Potential COVID-19 surge following Thanksgiving could cause 'humanitarian 
crisis,' experts warn",abcnews.go.com
"The US reported more than 2,100 deaths in a single day. Things are 
projected to get worse",www.cnn.com
YouTube Suspends OANN for a Week After It Posted Fake COVID-19 Cure,www.nbcboston.com
"With US in COVID-19 panic, Sen. Perdue saw stock opportunity",apnews.com
How Biden And Democrats Are Thinking About More COVID Relief,www.npr.org
"Manchester Restaurant Loses Food License After Multiple COVID-19 Rule 
Violations",www.nbcconnecticut.com
"Coronavirus updates: CDC may reduce quarantines; Dr. Anthony Fauci warns of 
'stunning number of deaths'; Airlines report $157B in losses",www.usatoday.com
"Biden says staff has spoken with Fauci: 'He's been very, very helpful' | 
TheHill",thehill.com
Fauci asks Americans to 'sacrifice' Thanksgiving in COVID-19 plea,nypost.com
"30 Percent of People With COVID-19 Show No Symptoms: Here's Where They 
Carry It",hartfordhealthcare.org
"The “Long-Haulers:” These Coloradans got COVID in March — and their 
symptoms haven't gone away",coloradosun.com
Indiana hospitals begin administering COVID-19 treatment drug from Eli Lilly,fox59.com
The latest on the coronavirus pandemic: Live updates,www.cnn.com
"Coronavirus live updates: U.S. reports highest daily death toll since early 
May",www.washingtonpost.com
"Governments boost coronavirus enforcement with required forms for flyers, 
'compliance units' for Thanksgiving",www.foxnews.com
"Jobless claims rose last week as coronavirus surge threatens to undermine 
recovery",www.foxbusiness.com
"Britain's borrowing hits peacetime high as Covid fuels economic plunge not 
seen for 300 years",www.cnbc.com
Study: A good cloth mask is a powerful weapon against the coronavirus,news.yahoo.com
CDC Likely To Recommend Shortening Coronavirus Quarantine Period,www.npr.org
How 9 governors are handling the next coronavirus wave,www.politico.com
Who will get the first coronavirus shots?,www.bostonglobe.com
Thanksgiving Travel Drops as Americans Rethink Rituals,www.nytimes.com
Two Walmart testings sites now offer at-home coronavirus testing kits,www.wivb.com
"How to find a COVID-19 test location near me. List of free pop-up testing 
centers in N.J. or search by addres",www.nj.com
"Albany schools 'ready' for yellow zone coronavirus testing after 
Thanksgiving",www.timesunion.com
"Live updates on Trump and COVID-19: President remains in hospital; many 
infected at White House gathering",www.usatoday.com
CDC identifies new Covid-19 syndrome in adults similar to MIS-C in kids,www.cnn.com
Ron Johnson becomes third Senate Republican to test positive for COVID-19,nypost.com
Senator Ron Johnson tests positive for COVID-19,wkow.com
"Coronavirus live updates: Trump spends first night in hospital, campaign 
manager tests positive",www.cnbc.com
Trump campaign manager tests positive for Covid-19,news.yahoo.com
"Dr. Qanta Ahmed: Trump COVID-19 hospitalization doesn’t mean he’s seriously 
ill — I expect his full recovery",www.foxnews.com
Trump receives experimental antibody treatment for Covid-19 diagnosis,www.nbcnews.com
COVID-19 cases mount in Trump's orbit as president remains hospitalized,www.foxbusiness.com
Kellyanne Conway Tests Positive for COVID-19,www.thedailybeast.com
Dr. Fauci Just Said the 4 Words You've Been Waiting to Hear,news.yahoo.com
"From HIV to Covid-19: Fauci on his 'complicated relationship' with activist 
Larry Kramer",www.nbcnews.com
"What we learned from Dr. Anthony Fauci audiobook about life, 'apolitical' 
work of 'America's Doctor'",www.usatoday.com
"Dr. Fauci says we should prepare to 'hunker down' again — here's how to 
mentally get through fall and winter",www.cnbc.com
"Masks not required in White House, even after Trump COVID-19 diagnosis: 
official - Business Insider",www.businessinsider.com
Anthony Fauci Has Some Very Good Reasons to Be Optimistic,www.wired.com
"Dr. Anthony Fauci assures Americans they can trust credibility of COVID-19 
vaccine process",news.yahoo.com
"Dr. Fauci uses this line from 'The Godfather' to help deal with stress and 
politicians",www.cnbc.com
"Masks, Social Distancing Will Likely Be Needed Until Late 2021, Fauci Says 
During Virtual Event In Md.",baltimore.cbslocal.com
"Coronavirus updates: Cornell study calls Donald Trump biggest source of 
misinformation; Moderna vaccine won't come before spring 2021",www.usatoday.com
"Kellyanne Conway tests positive for COVID-19, experiencing 'mild' symptoms",www.foxnews.com
"As 'the clock starts ticking' with Covid-19, Trump faces an uncertain road",www.statnews.com
"Live updates: Trump hospitalized with the coronavirus, receives 
experimental drug remdesivir",www.washingtonpost.com
"Live updates: Trump hospitalized with the coronavirus, receives 
experimental drug remdesivir",www.washingtonpost.com
Trump to Undergo Tests at Walter Reed National Military Medical Center,www.nytimes.com
Senate GOP's third positive covid case threatens quick Barrett confirmation,www.cnn.com
Wisconsin Sen. Ron Johnson tests positive for coronavirus,www.foxnews.com
Titans' coronavirus crisis worsens with more positive tests,nypost.com
Live updates: Trump receives Covid-19 treatment at Walter Reed,www.nbcnews.com
"Coronavirus and Fox News collide, and Chris Wallace is at the center of it",www.washingtonpost.com
"Kellyanne Conway has tested positive for the coronavirus. Here’s everyone 
in the White House cluster who’s te…",www.vox.com
"Trump Campaign Manager, Kellyanne Conway Are Latest To Test Positive For 
Coronavirus",www.npr.org
"Trump taken to Walter Reed medical center and will be hospitalized 'for the 
next few days'",www.cnn.com
"Live updates: Trump hospitalized with the coronavirus, receives 
experimental drug remdesivir",www.washingtonpost.com
"Kellyanne Conway has tested positive for the coronavirus. Here’s everyone 
in the White House cluster who’s te…",www.vox.com
"Trump begins remdesivir therapy as more people in his orbit test positive 
for COVID-19",www.cbsnews.com
Covid-19: Live Trump Health Updates and Global News,www.nytimes.com
Live updates: Trump briefly leaves hospital to drive by supporters,www.nbcnews.com
Jon Gruden still refuses to properly wear mask amid NFL's COVID-19 crisis,sports.yahoo.com
COVID-hit Trump back in hospital after drive to greet supporters,www.aljazeera.com
"Calhoun County officials to 'stay the course' on COVID-19 guidelines after 
surge in cases",wwmt.com
"American Idol Alum Casey Goode's Newborn Son Tests Positive for COVID-19: 
'Please Send Good Energy'",people.com
"Trump Didn’t Disclose First Positive Covid-19 Test While Awaiting a Second 
Test on Thursday",www.wsj.com
Here's who has tested positive and negative for Covid-19 in Trump's circle,www.cnn.com
Here are the NYC zip codes targeted for new COVID-19 lockdown,nypost.com
"Is It COVID-19, Allergies, The Flu Or A Cold? How To Stay Healthy This Fall 
: Shots - Health News",www.npr.org
"Why Anthony Fauci is happy being the ""skunk"" on the Coronavirus Task Force",www.sciencemag.org
Dr. Fauci says US could begin vaccinating people before end of year,www.kcci.com
"Dr. Fauci says we should prepare to 'hunker down' again — here's how to 
mentally get through fall and winter",www.cnbc.com
Dr. Fauci said the four words we've all been waiting to hear,www.radio.com
"Fauci to Trump: Everyone Should Wear Masks, I’m So Tired of Saying This",www.vanityfair.com
Fauci and Trump Are at Odds Again Over Masks,www.nytimes.com
"What we learned from Dr. Anthony Fauci audiobook about life, 'apolitical' 
work of 'America's Doctor'",www.usatoday.com
"From HIV to Covid-19: Fauci on his 'complicated relationship' with activist 
Larry Kramer",www.nbcnews.com
"Dr. Anthony Fauci assures Americans they can trust credibility of COVID-19 
vaccine process",news.yahoo.com
Dr. Fauci says to take vitamin D if you're deficient — here's how to know,www.cnbc.com
How to Identify the Different Symptoms of the Flu and Covid-19,www.nytimes.com
Melania Trump tweets about her coronavirus symptoms after testing positive,www.cbsnews.com
"Donald Trump leaves hospital for brief motorcade as doubts over his 
condition persist",www.france24.com
Trump's photo op raises new questions about how seriously he takes the virus,www.cnn.com
Live updates: Trump briefly leaves hospital to drive by supporters,www.nbcnews.com
Claudia Conway announces she has coronavirus on TikTok,www.foxnews.com
"Barr reverses, will quarantine for several days after potential coronavirus 
exposure | TheHill",thehill.com
China's tech giants face 'new business realities' across the world,www.cnbc.com
Claudia Conway announces she has coronavirus on TikTok,nypost.com
"President’s blood oxygen levels dropped twice in recent days, doctors say",www.washingtonpost.com
"North Carolina Senate race in 'chaos' after Cunningham sexting scandal, 
Tillis coronavirus diagnosis",www.foxnews.com
"Only 3 states are reporting declines in new coronavirus cases as the US 
hits its highest daily rate in 2 months",www.cnn.com
Hospitals digging in for a long winter as coronavirus patients increase,www.bostonglobe.com
"Trump Didn’t Disclose First Positive Covid-19 Test While Awaiting a Second 
Test on Thursday",www.wsj.com
"Biden tests negative for coronavirus, campaign says",www.washingtonpost.com
"President’s blood oxygen levels dropped twice in recent days, doctors say",www.washingtonpost.com
How to Identify the Different Symptoms of the Flu and Covid-19,www.nytimes.com
The latest on Trump's Covid-19 diagnosis: Live updates,www.cnn.com
Saints vs. Lions is on after player's false positive COVID-19 test,nypost.com
"Poll shows majority of Americans say Trump did not take COVID-19 risk 
seriously | TheHill",thehill.com
"Report: Two more Titans test positive for COVID-19, team under 
investigation for violating protocols",sports.yahoo.com
"Trump's alternate reality of Covid-19 crumbles as White House sends mixed 
messages about President's health",www.cnn.com
"Live updates: Trump's doctor says he's ""not out of the woods,"" but 
""cautiously optimistic""",www.cbsnews.com
"Three clusters, 12 ZIP codes: A look at NYC’s COVID-19 hot zones",www.amny.com
"Saints fullback Michael Burton cleared after receiving false positive 
COVID-19 test result",www.nfl.com
"'I'm going to beat this,' Trump tells Rudy Giuliani of COVID-19 during 
phone call",nypost.com
"Why Anthony Fauci is happy being the ""skunk"" on the Coronavirus Task Force",www.sciencemag.org
Dr. Fauci said the four words we've all been waiting to hear,www.radio.com
"Dr. Fauci says we should prepare to 'hunker down' again — here's how to 
mentally get through fall and winter",www.cnbc.com
"Fauci to Trump: Everyone Should Wear Masks, I’m So Tired of Saying This",www.vanityfair.com
Dr. Fauci: COVID-19 vaccines for children must 'strike a balance',www.aappublications.org
"What we learned from Dr. Anthony Fauci audiobook about life, 'apolitical' 
work of 'America's Doctor'",www.usatoday.com
Fauci and Trump Are at Odds Again Over Masks,www.nytimes.com
"From HIV to Covid-19: Fauci on his 'complicated relationship' with activist 
Larry Kramer",www.nbcnews.com
Dr. Fauci says US could begin vaccinating people before end of year,www.wtae.com
"Dr. Anthony Fauci assures Americans they can trust credibility of COVID-19 
vaccine process",news.yahoo.com
How to Identify the Different Symptoms of the Flu and Covid-19,www.nytimes.com
"Is It COVID-19, Allergies, The Flu Or A Cold? How To Stay Healthy This Fall 
: Shots - Health News",www.npr.org
What COVID-19 symptoms to look out for as flu season approaches,www.wwlp.com
"Live updates: Trump says he feels ‘much better,’ after top aide says 
president’s vitals were ‘very concerning’",www.washingtonpost.com
New coronavirus cases are on the decline in only three US states,www.cnn.com
"Coronavirus live updates: Trump spends second night in hospital, doctor 
says he's 'not yet out of the woods'",www.cnbc.com
"Trump campaign senior adviser defends president's handling of coronavirus 
pandemic",abcnews.go.com
Senator Collins tests negative for coronavirus,wgme.com
Personal assistant to Trump tests positive for coronavirus,www.cnn.com
'Saturday Night Live' tackles Trump's coronavirus woes,www.nbcnews.com
The Tragedy of Trump and the Coronavirus,www.nytimes.com
"Remdesivir Makes It Harder For Coronavirus To Spread Within The Body : Live 
Updates: Trump Tests Positive For Coronavirus",www.npr.org
"New York City is 'on the edge of a precipice' as coronavirus cases grow, 
former CDC director says",www.cnbc.com
"Live updates: Trump says he feels ‘much better,’ after top aide says 
president’s vitals were ‘very concerning’",www.washingtonpost.com
"'Weekend Update' weighs in on Trump's positive coronavirus test: 'The 
problem is it's almost too funny' | TheHill",thehill.com
Personal assistant to Trump tests positive for coronavirus,www.cnn.com
The latest on Trump's Covid-19 diagnosis: Live updates,www.cnn.com
Live Covid-19 Updates on President Trump,www.nytimes.com
COVID-19 cases explode at Utah State Prison in Draper,www.sltrib.com
"Indian Hills Junior High employee dies from COVID-19 complications, 
district says",www.kcci.com
NFL threatens forfeits for COVID-19 protocol violations,nypost.com
Why the date of Trump's last negative COVID-19 test matters,news.yahoo.com
"North Carolina elementary school teacher dies days after testing positive 
for Covid-19",www.cnn.com
Joe Biden says Trump bears responsibility for Covid-19 infection,www.cnbc.com
"CDC says airborne transmission plays a role in coronavirus spread in a 
long-awaited update after a website error last month",www.washingtonpost.com
5 charts that tell the story of COVID-19 in Mass.,www.bostonglobe.com
Fauci breaks down Covid-19 timeline from exposure to symptoms,www.cnn.com
"Trump told Woodward he 'didn't have a lot of time' to meet Fauci as virus 
spread",www.theguardian.com
"Anthony Fauci Honored for Public Service by Eugene Levy and Bono During the 
2020 Sammies",news.yahoo.com
Fauci breaks down Covid-19 timeline from exposure to symptoms,www.cnn.com
How to Identify the Different Symptoms of the Flu and Covid-19,www.nytimes.com
A Timeline of Trump’s Symptoms and Treatments,www.nytimes.com
The latest on Trump's Covid-19 diagnosis: Live updates,www.cnn.com
"Live updates: Coronavirus can be transmitted through the air, CDC confirms",www.washingtonpost.com
"Cuomo warns NYC religious institutions could be shut down for coronavirus 
violations",www.foxnews.com
Senate Republicans split on the need for coronavirus testing,www.cnn.com
"Biden: Trump bears responsibility for coronavirus diagnosis after 
downplaying guidelines",www.foxnews.com
White House Blocks New Coronavirus Vaccine Guidelines,www.nytimes.com
"CDC revises coronavirus guidance to acknowledge that it spreads through 
airborne transmission",www.cnbc.com
"Trump, still infected with the coronavirus, says: ""Maybe I'm immune""",www.axios.com
CDC says coronavirus can spread indoors in updated guidance,apnews.com
"White House aides anxious as coronavirus cases rise in Trump's orbit: 
Sources",abcnews.go.com
"A negative COVID test, or even several, does not mean you don’t have the 
virus. Here’s why",www.bostonglobe.com
"Barr Plans to Return to Justice Dept. After Negative Coronavirus Test 
Results",www.nytimes.com
Senate Republicans split on the need for coronavirus testing,www.cnn.com
The latest on Trump's Covid-19 diagnosis: Live updates,www.cnn.com
Live Covid-19 Global Updates,www.nytimes.com
"20,000 empty chairs set up outside White House on COVID-19 Remembrance Day",www.cbsnews.com
Titans have zero positive COVID-19 tests for first time in week,www.nfl.com
"'Everything is pretty much shut down': COVID-19 cases on UW Greek Row 
continue to climb",komonews.com
"COVID NYC Update: Mayor proposes shutdown of nonessential businesses, 
schools in 9 NYC ZIP codes",abc7ny.com
"Trump Didn’t Disclose First Positive Covid-19 Test While Awaiting a Second 
Test on Thursday",www.wsj.com
"What is dexamethasone, the newest drug in Trump’s COVID-19 treatment?",www.foxnews.com
MMQB: How Week 4 Tested the NFL's COVID-19 Protocols and What Happens Next?,www.si.com
How the COVID-19 pandemic has impacted NYC’s hungry,www.nydailynews.com
"Why Anthony Fauci is happy being the ""skunk"" on the Coronavirus Task Force",www.sciencemag.org
Dr. Fauci says US could begin vaccinating people before end of year,www.kcci.com
"Fauci defends care given to Trump, calling it 'optimal' | TheHill",thehill.com
"Trump told Woodward he 'didn't have a lot of time' to meet Fauci as virus 
spread",www.theguardian.com
Trump to Woodward: ‘Not a lot of time’ to meet with Dr. Fauci about COVID,www.nydailynews.com
Fauci breaks down Covid-19 timeline from exposure to symptoms,www.cnn.com
Fauci and Trump Are at Odds Again Over Masks,www.nytimes.com
Dr. Fauci said the four words we've all been waiting to hear,www.radio.com
Fauci promises vaccine soon,www.wbal.com
"What we learned from Dr. Anthony Fauci audiobook about life, 'apolitical' 
work of 'America's Doctor'",www.usatoday.com
How to Identify the Different Symptoms of the Flu and Covid-19,www.nytimes.com
A Timeline of Trump’s Symptoms and Treatments,www.nytimes.com
Fauci breaks down Covid-19 timeline from exposure to symptoms,www.cnn.com
Live Covid-19 Global Updates,www.nytimes.com
"Live Updates: Trump's coronavirus diagnosis, recovery",www.foxnews.com
Coronavirus upends GOP plans for speedy Barrett confirmation process,www.cnn.com
"Trump's use of Regeneron's experimental coronavirus treatment creates 'very 
tough situation,' CEO says",www.cnbc.com
Barcelona announce total debt has doubled to 488m amid coronavirus pandemic,www.espn.com
"Coronavirus relief deal elusive as Pelosi says Democrats await agreement 
from the administration",www.washingtonpost.com
"COVID NYC Update: Mayor proposes shutdown of nonessential businesses, 
schools in 9 NYC ZIP codes",abc7ny.com
Claudia Conway announces she has coronavirus on TikTok,nypost.com
"Ireland's health chiefs recommending second nationwide shutdown over 
coronavirus",www.foxbusiness.com
"Medical experts question Massachusetts move to next step of coronavirus 
reopening",www.bostonherald.com
Britain opens investigation into coronavirus test and trace glitch,www.reuters.com
"Trump At Walter Reed Hospital After Positive Coronavirus Test : Live 
Updates: Trump Tests Positive For Coronavirus",www.npr.org
"Live updates: Coronavirus cases rising sharply in Midwest, Rocky Mountain 
states",www.washingtonpost.com
Live Trump Coronavirus Tracker: The Latest,www.nytimes.com
President Trump at Walter Reed after coronavirus diagnosis: Live updates,www.cnn.com
"Sen. Thom Tillis, Senate Judiciary Committee member, tests positive for 
COVID-19",nypost.com
"With Trump hospitalized for COVID-19, experimental therapeutics show some 
promise",news.yahoo.com
Trump Tests Positive for Covid-19: Latest Developments,www.wsj.com
"Trump tests positive for coronavirus, plans to go to Walter Reed hospital, 
two officials say",www.washingtonpost.com
President Trump and first lady Melania test positive for COVID-19,www.cbsnews.com
Regeneron is Trump's COVID-19 treatment: What to know,www.foxbusiness.com
Journalists who work at the White House are testing positive for Covid-19,www.cnn.com
How Will Trump’s Positive COVID-19 Test Affect The Election?,fivethirtyeight.com
"From HIV to Covid-19: Fauci on his 'complicated relationship' with activist 
Larry Kramer",www.nbcnews.com
"Fauci says public health measures to curb coronavirus spread could dampen 
flu season",www.cnbc.com
Dr. Fauci Just Said the 4 Words You've Been Waiting to Hear,news.yahoo.com
"Dr. Anthony Fauci says some Fox News coverage of the pandemic is 
'outlandish'",www.cnn.com
Fauci pushes back against Trump for misrepresenting his stance on masks.,www.nytimes.com
"Fauci to Trump: Everyone Should Wear Masks, I’m So Tired of Saying This",www.vanityfair.com
"Coronavirus updates: Cornell study calls Donald Trump biggest source of 
misinformation; Moderna vaccine won't come before spring 2021",www.usatoday.com
"Masks not required in White House, even after Trump COVID-19 diagnosis: 
official - Business Insider",www.businessinsider.com
"Dr. Fauci says we should prepare to 'hunker down' again — here's how to 
mentally get through fall and winter",www.cnbc.com
Coronavirus: Should you take vitamin D? Here’s what Dr. Fauci says,www.deseret.com
Trump experiencing 'mild symptoms' after coronavirus diagnosis,www.cnbc.com
"Health info on Trump's COVID-19 treatment: Regeneron's antibody drug - 
Business Insider",www.businessinsider.com
"Live updates: Trump arrives at Walter Reed hospital after positive 
coronavirus test; two senators test positive",www.washingtonpost.com
Live Trump Coronavirus Tracker: The Latest,www.nytimes.com
President Trump at Walter Reed after coronavirus diagnosis: Live updates,www.cnn.com
"Live updates: Trump arrives at Walter Reed hospital after positive 
coronavirus test; two senators test positive",www.washingtonpost.com
Three White House reporters test positive for coronavirus,www.foxnews.com
"Here's everything we know about the unapproved antibody drug Trump took to 
combat coronavirus",www.cnbc.com
Trump To Stay At Walter Reed Hospital Following Positive Coronavirus Test,www.npr.org
"Trump seemed to defy the laws of science and disease. Then, the coronavirus 
caught up with him.",www.washingtonpost.com
Trumpworld coronavirus tracker,www.axios.com
"Chris Wallace, Awaiting Coronavirus Test, Tells Fox News Viewers: ‘Wear the 
Damn Mask’",www.nytimes.com
"Trump's Supreme Court nominee Amy Coney Barrett was diagnosed with 
coronavirus this summer",www.cnn.com
Trump To Stay At Walter Reed Hospital Following Positive Coronavirus Test,www.npr.org
"11 positive coronavirus tests traced to presidential debate, Cleveland 
officials say",www.nbcnews.com
"Live updates: Trump arrives at Walter Reed hospital after positive 
coronavirus test; two senators test positive",www.washingtonpost.com
Trump Tests Positive for the Coronavirus,www.nytimes.com
Live Trump Covid-19 Positive Test: Latest Updates,www.nytimes.com
"Live updates: Trump says he and first lady have tested positive for the 
coronavirus",www.washingtonpost.com
What A Positive Coronavirus Diagnosis Means For President Trump's Health,www.npr.org
"Kushner, Ivanka Trump test negative for COVID-19 | TheHill",thehill.com
"Report: Pfizer CEO tell employees COVID-19 vaccine will move only at 'speed 
of science'",www.marketwatch.com
Trump's positive Covid-19 test throws country into fresh upheaval,www.cnn.com
"Read the letter from White House physician Dr. Sean Conley about Trump's 
Covid diagnosis",www.nbcnews.com
President Trump and first lady Melania test positive for COVID-19,www.cbsnews.com
"Thoughts, prayers and politics: Here’s the early reaction to President 
Trump’s COVID-19 announcement",www.bostonglobe.com
Dr. Fauci Just Said the 4 Words You've Been Waiting to Hear,news.yahoo.com
"Dr. Fauci uses this line from 'The Godfather' to help deal with stress and 
politicians",www.cnbc.com
